dataset,trial,layer,mode,bit_setting,bits,logit_cosine_similarity,logit_mae,logit_mse,next_logit_kl,logit_spearman,logit_top1_match,logit_top5_match,logit_top5_overlap,hidden_cosine_similarity,hidden_mae,hidden_mse,attention_output_relative_error,memory_bits,memory_ratio_vs_exact,prefill_seconds,decode_seconds,peak_vram_mb,key_mode,value_mode,value_rotation_policy,rotation_seed,qjl_seed
paper_captured,0,0,key_only_random,3,3.0,1.0,8.3125,109.0,-3.722312756488625e-22,0.9858201146125792,1.0,1.0,0.8125,0.99609375,0.00830078125,0.0008163452148437,0.033935546875,450432.0,0.59765625,0.074871399992844,0.0078218000126071,0.0,key_only_random,exact,exact,20041.0,20113.0
paper_captured,0,0,full_kv,3,3.0,1.0,8.3125,109.0,-3.722312756488625e-22,0.9858201146125792,1.0,1.0,0.8125,0.9765625,0.11865234375,0.024169921875,0.1845703125,145728.0,0.193359375,0.0832252999971387,0.0149201000022003,0.0,full_kv,full_kv,random_haar,20041.0,20113.0
paper_captured,0,0,key_only_random,3.5,3.5,1.0,7.34375,89.5,1.164670302474663e-21,0.987812876701355,1.0,1.0,0.8500000238418579,1.0,0.00531005859375,0.0002174377441406,0.0174560546875,456320.0,0.60546875,0.0488290000066626,0.0066602000006241,0.0,key_only_random,exact,exact,20046.0,20118.0
paper_captured,0,0,full_kv,3.5,3.5,1.0,7.34375,89.5,1.164670302474663e-21,0.987812876701355,1.0,1.0,0.8500000238418579,0.98828125,0.0947265625,0.015380859375,0.1474609375,157504.0,0.208984375,0.1986066999961622,0.0764603999996325,0.0,full_kv,full_kv,random_haar,20046.0,20118.0
paper_captured,0,0,key_only_random,4,4.0,1.0,4.84375,38.75,-1.164670302474663e-21,0.9936264157295228,1.0,1.0,0.862500011920929,0.99609375,0.002166748046875,2.574920654296875e-05,0.00604248046875,473984.0,0.62890625,0.055134000009275,0.0052929999947082,0.0,key_only_random,exact,exact,20051.0,20123.0
paper_captured,0,0,full_kv,4,4.0,1.0,4.84375,38.75,-1.164670302474663e-21,0.9936264157295228,1.0,1.0,0.862500011920929,0.99609375,0.061279296875,0.00665283203125,0.09716796875,192832.0,0.255859375,0.0971565999934682,0.0070243000081973,0.0,full_kv,full_kv,random_haar,20051.0,20123.0
paper_captured,0,0,exact,exact,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,720896.0,1.0,0.004610899995896,0.0046779000113019,0.0,,,,,
paper_captured,0,0,key_only_random,2,2.0,0.99609375,17.375,458.0,-8.077935669463161e-25,0.9763289093971252,1.0,1.0,0.875,1.0,0.01177978515625,0.0009918212890625,0.036376953125,408320.0,0.56640625,0.0617724000039743,0.0251449000061256,0.0,key_only_random,exact,exact,20031.0,20103.0
paper_captured,0,0,full_kv,2,2.0,0.99609375,17.375,458.0,-8.077935669463161e-25,0.9763289093971252,1.0,1.0,0.875,0.9375,0.2294921875,0.08544921875,0.33984375,94336.0,0.130859375,0.4576637999998638,0.3943579000042518,0.0,full_kv,full_kv,random_haar,20031.0,20103.0
paper_captured,0,0,key_only_random,2.5,2.5,1.0,12.1875,224.0,-3.812785635986612e-25,0.9846345782279968,1.0,1.0,0.8750000596046448,1.0,0.01043701171875,0.0008201599121093,0.033203125,413952.0,0.57421875,0.045793199999025,0.0084695000114152,0.0,key_only_random,exact,exact,20036.0,20108.0
paper_captured,0,0,full_kv,2.5,2.5,1.0,12.1875,224.0,-3.812785635986612e-25,0.9846345782279968,1.0,1.0,0.8750000596046448,0.95703125,0.1953125,0.061279296875,0.287109375,105600.0,0.146484375,0.0794443999911891,0.0058654000022215,0.0,full_kv,full_kv,random_haar,20036.0,20108.0
paper_captured,0,0,key_only_random,3,3.0,1.0,9.3125,133.0,-1.150298039331554e-24,0.9893725514411926,1.0,1.0,0.912500023841858,0.99609375,0.00628662109375,0.0001869201660156,0.015869140625,430848.0,0.59765625,0.0433176999940769,0.0278037999960361,0.0,key_only_random,exact,exact,20041.0,20113.0
paper_captured,0,0,full_kv,3,3.0,1.0,9.3125,133.0,-1.150298039331554e-24,0.9893725514411926,1.0,1.0,0.912500023841858,0.98828125,0.1240234375,0.0250244140625,0.18359375,139392.0,0.193359375,0.0797287000023061,0.0110967000073287,0.0,full_kv,full_kv,random_haar,20041.0,20113.0
paper_captured,0,0,key_only_random,3.5,3.5,1.0,7.40625,89.0,-5.13756708577857e-25,0.9900898337364196,1.0,1.0,0.9250000715255736,1.0,0.0034942626953125,5.602836608886719e-05,0.0086669921875,436480.0,0.60546875,0.0536226999975042,0.0124002000084146,0.0,key_only_random,exact,exact,20046.0,20118.0
paper_captured,0,0,full_kv,3.5,3.5,1.0,7.40625,89.0,-5.13756708577857e-25,0.9900898337364196,1.0,1.0,0.9250000715255736,0.98828125,0.10400390625,0.017578125,0.154296875,150656.0,0.208984375,0.0805129999935161,0.0041162999987136,0.0,full_kv,full_kv,random_haar,20046.0,20118.0
paper_captured,0,0,key_only_random,4,4.0,1.0,4.59375,34.0,-7.722506500006782e-25,0.9964700937271118,1.0,1.0,0.975000023841858,1.0,0.0031890869140625,5.292892456054688e-05,0.0084228515625,453376.0,0.62890625,0.0343154000001959,0.0054910000035306,0.0,key_only_random,exact,exact,20051.0,20123.0
paper_captured,0,0,full_kv,4,4.0,1.0,4.59375,34.0,-7.722506500006782e-25,0.9964700937271118,1.0,1.0,0.975000023841858,0.99609375,0.06494140625,0.0067138671875,0.09521484375,184448.0,0.255859375,0.7426501000009011,0.3339265999966301,0.0,full_kv,full_kv,random_haar,20051.0,20123.0
