dataset,mode,bit_setting,bits,metric,n,mean,std,sem,ci95_low,ci95_high
paper_captured,key_only_random,3,3.0,memory_bits,4,357408.0,101604.28841343263,50802.144206716315,195732.90386884555,519083.09613115445
paper_captured,key_only_random,3,3.0,memory_ratio_vs_exact,4,0.59765625,0.0,0.0,0.59765625,0.59765625
paper_captured,key_only_random,3,3.0,next_logit_kl,4,1.5470866029226897e-20,3.1191195684415665e-20,1.5595597842207833e-20,-3.416128670239798e-20,6.510301876085178e-20
paper_captured,key_only_random,3,3.0,peak_vram_mb,4,0.0,0.0,0.0,0.0,0.0
paper_captured,key_only_random,3,3.0,prefill_seconds,4,0.040769974995782776,0.024913846800954615,0.012456923400477308,0.0011264851447316052,0.08041346484683395
paper_captured,key_only_random,3.5,3.5,attention_output_relative_error,4,0.0143280029296875,0.004093566548262811,0.0020467832741314054,0.00781422506121152,0.02084178079816348
paper_captured,key_only_random,3.5,3.5,decode_seconds,4,0.006741124998370601,0.004028461150480169,0.0020142305752400844,0.0003309443462083169,0.013151305650532885
paper_captured,key_only_random,3.5,3.5,hidden_cosine_similarity,4,0.9990234375,0.001953125,0.0009765625,0.9959155797799963,1.0021312952200037
paper_captured,key_only_random,3.5,3.5,hidden_mae,4,0.005039215087890625,0.001313932958769132,0.000656966479384566,0.0029484545428779675,0.007129975632903282
paper_captured,key_only_random,3.5,3.5,hidden_mse,4,0.00013107061386105742,7.368288160665125e-05,3.6841440803325626e-05,1.3824706695185344e-05,0.0002483165210269295
paper_captured,key_only_random,3.5,3.5,logit_cosine_similarity,4,0.9990234375,0.001953125,0.0009765625,0.9959155797799963,1.0021312952200037
paper_captured,key_only_random,3.5,3.5,logit_mae,4,7.484375,0.1813218248492626,0.0906609124246313,7.195851514220582,7.772898485779418
paper_captured,key_only_random,3.5,3.5,logit_mse,4,91.125,7.272952174552871,3.6364760872764355,79.55211011179455,102.69788988820545
paper_captured,key_only_random,3.5,3.5,logit_spearman,4,0.9893950074911118,0.0011638119324148505,0.0005819059662074252,0.9875431229989324,0.9912468919832911
paper_captured,key_only_random,3.5,3.5,logit_top1_match,4,1.0,0.0,0.0,1.0,1.0
paper_captured,key_only_random,3.5,3.5,logit_top5_match,4,1.0,0.0,0.0,1.0,1.0
paper_captured,key_only_random,3.5,3.5,logit_top5_overlap,4,0.9000000357627869,0.045643568223308,0.022821784111654,0.8273709332366712,0.9726291382889025
paper_captured,key_only_random,3.5,3.5,memory_bits,4,362080.0,102932.44904628795,51466.224523143974,198291.5039194187,525868.4960805813
paper_captured,key_only_random,3.5,3.5,memory_ratio_vs_exact,4,0.60546875,0.0,0.0,0.60546875,0.60546875
paper_captured,key_only_random,3.5,3.5,next_logit_kl,4,1.596111958007767e-20,3.115105361622006e-20,1.557552680811003e-20,-3.3607158163239443e-20,6.552939732339478e-20
paper_captured,key_only_random,3.5,3.5,peak_vram_mb,4,0.0,0.0,0.0,0.0,0.0
paper_captured,key_only_random,3.5,3.5,prefill_seconds,4,0.03890842500186402,0.014596999747343116,0.007298499873671558,0.01568134104478436,0.06213550895894368
paper_captured,key_only_random,4,4.0,attention_output_relative_error,4,0.009918212890625,0.0033646927373871386,0.0016823463686935693,0.004564235905368688,0.015272189875881312
paper_captured,key_only_random,4,4.0,decode_seconds,4,0.004776800000399775,0.0016277641230234771,0.0008138820615117386,0.0021866640408050556,0.007366935959994495
paper_captured,key_only_random,4,4.0,hidden_cosine_similarity,4,0.9990234375,0.001953125,0.0009765625,0.9959155797799963,1.0021312952200037
paper_captured,key_only_random,4,4.0,hidden_mae,4,0.003475189208984375,0.0010540996343691518,0.0005270498171845759,0.0017978814655848678,0.005152496952383882
paper_captured,key_only_random,4,4.0,hidden_mse,4,5.8770179748535156e-05,2.533190390633246e-05,1.266595195316623e-05,1.8461467752280327e-05,9.907889174478999e-05
