dataset,trial,layer,mode,bit_setting,bits,logit_cosine_similarity,logit_mae,logit_mse,logit_spearman,logit_top1_match,logit_top5_match,logit_top5_overlap,hidden_cosine_similarity,hidden_mae,hidden_mse,memory_bits,memory_ratio_vs_exact,prefill_seconds,decode_seconds,peak_vram_mb,capture_id,prompt_label,prompt_hash,model_id,query_source,eval_device
captured,0,0,full_kv,3.5,3.5,1.0,7.34375,96.0,0.9877963662147522,1.0,1.0,0.824999988079071,0.98828125,0.0966796875,0.015869140625,157504.0,0.208984375,0.02502880000974983,0.005037199996877462,17.74951171875,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_random,4,4.0,1.0,4.84375,37.0,0.9917983412742615,1.0,1.0,0.8999999761581421,0.99609375,0.00173187255859375,1.4007091522216797e-05,473984.0,0.62890625,0.009348499996121973,0.0033848000020952895,17.869140625,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_block_so8_static,4,4.0,0.99609375,7.375,87.0,0.9913866519927979,1.0,1.0,0.887499988079071,1.0,0.00408935546875,6.389617919921875e-05,473984.0,0.62890625,0.010068400006275624,0.0033463999861851335,17.869140625,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_block_so8_learned,4,4.0,0.99609375,6.625,67.5,0.9924900531768799,1.0,1.0,0.9124999642372131,1.0,0.00506591796875,0.000156402587890625,473984.0,0.62890625,0.005663800009642728,0.0024487000046065077,17.8720703125,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,protected_v,4,4.0,0.99609375,6.625,67.5,0.9924900531768799,1.0,1.0,0.9124999642372131,0.98828125,0.05224609375,0.00537109375,242720.0,0.32205332880434784,0.021929700000328012,0.004972700000507757,17.89892578125,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,protected_v_lowrank,4,4.0,0.99609375,6.625,67.5,0.9924900531768799,1.0,1.0,0.9124999642372131,0.99609375,0.04833984375,0.00421142578125,248608.0,0.32986582880434784,0.017319000005954877,0.0020761000050697476,21.20947265625,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,full_kv,4,4.0,1.0,4.84375,37.0,0.9917983412742615,1.0,1.0,0.8999999761581421,0.99609375,0.059814453125,0.00628662109375,192832.0,0.255859375,0.011087799997767434,0.0025335999962408096,17.939453125,reasoning-30ae1199,reasoning,30ae119902afb94a1eec462127d49b5709480c490c445bbdfd034ca15a224192,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,exact,exact,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,720896.0,1.0,0.000331900009769015,0.00037760000850539654,16.3642578125,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_random,2,2.0,0.99609375,14.0,310.0,0.9800475835800171,1.0,1.0,0.862500011920929,1.0,0.004913330078125,8.153915405273438e-05,408320.0,0.56640625,0.007631200001924299,0.004492799998843111,17.8212890625,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_block_so8_static,2,2.0,0.99609375,16.625,434.0,0.976347804069519,1.0,1.0,0.875,1.0,0.01312255859375,0.00180816650390625,408320.0,0.56640625,0.005210899995290674,0.002754599991021678,17.8212890625,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_block_so8_learned,2,2.0,1.0,17.125,470.0,0.9746866226196289,1.0,1.0,0.824999988079071,1.0,0.006988525390625,0.000232696533203125,408320.0,0.56640625,0.004761700009112246,0.0018706999981077388,17.82421875,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,protected_v,2,2.0,1.0,17.125,470.0,0.9746866226196289,1.0,1.0,0.824999988079071,0.95703125,0.1875,0.06396484375,146720.0,0.2035245028409091,0.013583599997218698,0.002157800001441501,17.85009765625,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,protected_v_lowrank,2,2.0,1.0,17.125,470.0,0.9746866226196289,1.0,1.0,0.824999988079071,0.96875,0.173828125,0.052734375,152352.0,0.2113370028409091,0.03305559999716934,0.0018811000045388937,21.17822265625,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,full_kv,2,2.0,0.99609375,14.0,310.0,0.9800475835800171,1.0,1.0,0.862500011920929,0.9375,0.2294921875,0.0849609375,94336.0,0.130859375,0.012188599997898564,0.0024255999887827784,17.888671875,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_random,2.5,2.5,1.0,10.75,187.0,0.9857105016708374,1.0,1.0,0.875,1.0,0.004547119140625,8.7738037109375e-05,413952.0,0.57421875,0.00946079999266658,0.003235700001823716,17.638671875,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_block_so8_static,2.5,2.5,1.0,14.375,332.0,0.9791980981826782,1.0,1.0,0.8499999642372131,1.0,0.01611328125,0.00141143798828125,413952.0,0.57421875,0.0107758000085596,0.00296840000373777,17.638671875,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_block_so8_learned,2.5,2.5,0.99609375,14.1875,318.0,0.9798965454101562,1.0,1.0,0.8624999523162842,0.99609375,0.00732421875,0.0002727508544921875,413952.0,0.57421875,0.008847299992339686,0.002841999987140298,17.6416015625,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,protected_v,2.5,2.5,0.99609375,14.1875,318.0,0.9798965454101562,1.0,1.0,0.8624999523162842,0.95703125,0.1875,0.06396484375,152352.0,0.2113370028409091,0.02531270000326913,0.005317100003594533,17.734375,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,protected_v_lowrank,2.5,2.5,0.99609375,14.1875,318.0,0.9798965454101562,1.0,1.0,0.8624999523162842,0.96875,0.173828125,0.052734375,157984.0,0.2191495028409091,0.02673050000157673,0.002900399995269254,21.17919921875,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,full_kv,2.5,2.5,1.0,10.75,187.0,0.9857105016708374,1.0,1.0,0.875,0.95703125,0.1943359375,0.060302734375,105600.0,0.146484375,0.015972799999872223,0.003612000000430271,17.70703125,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_random,3.5,3.5,1.0,7.46875,86.0,0.9932799935340881,1.0,1.0,0.9249999523162842,1.0,0.0047607421875,0.00010919570922851562,436480.0,0.60546875,0.007730299999821,0.00293059999239631,17.638671875,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_block_so8_static,3.5,3.5,1.0,7.875,101.0,0.9901653528213501,1.0,1.0,0.9375,1.0,0.004486083984375,9.012222290039062e-05,436480.0,0.60546875,0.008457799995085225,0.0029756999865639955,17.638671875,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_block_so8_learned,3.5,3.5,1.0,8.1875,111.0,0.989183783531189,1.0,1.0,0.887499988079071,1.0,0.0050048828125,0.0001735687255859375,436480.0,0.60546875,0.00981570000294596,0.004007800002000295,17.6416015625,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,protected_v,3.5,3.5,1.0,8.1875,111.0,0.989183783531189,1.0,1.0,0.887499988079071,0.984375,0.103515625,0.01953125,195120.0,0.2706631747159091,0.018674499995540828,0.0036933999945176765,17.734375,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,protected_v_lowrank,3.5,3.5,1.0,8.1875,111.0,0.989183783531189,1.0,1.0,0.887499988079071,0.98828125,0.09619140625,0.016357421875,200752.0,0.2784756747159091,0.0298973000026308,0.003547099986462854,21.17919921875,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,full_kv,3.5,3.5,1.0,7.46875,86.0,0.9932799935340881,1.0,1.0,0.9249999523162842,0.98828125,0.10205078125,0.0169677734375,150656.0,0.208984375,0.019511999998940155,0.0050672999932430685,17.70703125,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_random,4,4.0,1.0,5.1875,42.75,0.995299756526947,1.0,1.0,0.949999988079071,1.0,0.0022430419921875,2.014636993408203e-05,453376.0,0.62890625,0.008590400000684895,0.0023750999971525744,17.8212890625,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_block_so8_static,4,4.0,1.0,5.96875,56.0,0.9947145581245422,1.0,1.0,0.9375,1.0,0.00421142578125,7.390975952148438e-05,453376.0,0.62890625,0.006695100004435517,0.0019829999946523458,17.8212890625,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,key_only_block_so8_learned,4,4.0,1.0,6.625,74.0,0.9948655962944031,1.0,1.0,0.9375,1.0,0.0033416748046875,4.863739013671875e-05,453376.0,0.62890625,0.006001600006129593,0.002204500007792376,17.82421875,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,protected_v,4,4.0,1.0,6.625,74.0,0.9948655962944031,1.0,1.0,0.9375,0.99609375,0.053955078125,0.0052490234375,232256.0,0.3221768465909091,0.018014000001130626,0.0022089999984018505,17.85009765625,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,protected_v_lowrank,4,4.0,1.0,6.625,74.0,0.9948655962944031,1.0,1.0,0.9375,1.0,0.051513671875,0.004608154296875,237888.0,0.3299893465909091,0.03606880000734236,0.004090499991434626,21.17822265625,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
captured,0,0,full_kv,4,4.0,1.0,5.1875,42.75,0.995299756526947,1.0,1.0,0.949999988079071,0.99609375,0.06591796875,0.007080078125,184448.0,0.255859375,0.013825099988025613,0.002485700009856373,17.888671875,summary-42f56222,summary,42f562224f59c159e64b383049a08972709be617bc7dadf6a89ebec35a0a2060,H:\Qwen3.5-9B-official-hf,captured,cuda
